cause	type	doc_id	category	trick	checksum	residual	text
no_detector_passport_subdiv	PASSPORT	supply_0006__m2718_digit_spaces	adversarial	mut:digit_spaces		LEAK	476 -485
no_detector_passport_subdiv	PASSPORT	supply_0006__m2718_digit_spaces	ugly			LEAK	665-126
no_detector_passport_subdiv	PASSPORT	supply_0006__m2718_digit_spaces	ugly			LEAK	665-126
no_detector_passport_subdiv	PASSPORT	supply_0009	ugly			hidden	707-748
no_detector_passport_subdiv	PASSPORT	supply_0009	ugly			hidden	707-748
no_detector_passport_subdiv	PASSPORT	supply_0009__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	707 -748
no_detector_passport_subdiv	PASSPORT	supply_0009__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	707 -748
no_detector_passport_subdiv	PASSPORT	supply_0009__m2718_linebreak	adversarial	mut:linebreak		LEAK	707\n-748
no_detector_passport_subdiv	PASSPORT	supply_0011	ugly			LEAK	078-640
no_detector_passport_subdiv	PASSPORT	supply_0011	ugly			LEAK	078-640
no_detector_passport_subdiv	PASSPORT	supply_0012	ugly			LEAK	864-848
no_detector_passport_subdiv	PASSPORT	supply_0012	ugly			LEAK	864-848
no_detector_passport_subdiv	PASSPORT	supply_0012	ugly			LEAK	914-737
no_detector_passport_subdiv	PASSPORT	supply_0012	ugly			LEAK	914-737
no_detector_passport_subdiv	PASSPORT	supply_0012__m2718_case	ugly			LEAK	864-848
no_detector_passport_subdiv	PASSPORT	supply_0012__m2718_case	ugly			LEAK	864-848
no_detector_passport_subdiv	PASSPORT	supply_0012__m2718_case	ugly			LEAK	914-737
no_detector_passport_subdiv	PASSPORT	supply_0012__m2718_case	ugly			LEAK	914-737
no_detector_passport_subdiv	PASSPORT	supply_0015	ugly			LEAK	061-662
no_detector_passport_subdiv	PASSPORT	supply_0015	ugly			LEAK	061-662
no_detector_passport_subdiv	PASSPORT	supply_0015__m1337_digit_spaces	ugly			LEAK	061-662
no_detector_passport_subdiv	PASSPORT	supply_0015__m1337_digit_spaces	ugly			LEAK	061-662
no_detector_passport_subdiv	PASSPORT	works_0003	ugly			hidden	710-697
no_detector_passport_subdiv	PASSPORT	works_0003	ugly			hidden	710-697
no_detector_passport_subdiv	PASSPORT	works_0003__m2718_case	ugly			LEAK	710-697
no_detector_passport_subdiv	PASSPORT	works_0003__m2718_case	ugly			LEAK	710-697
no_detector_passport_subdiv	PASSPORT	works_0005	ugly			hidden	683-381
no_detector_passport_subdiv	PASSPORT	works_0005	ugly			hidden	683-381
no_detector_passport_subdiv	PASSPORT	works_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	683 -381
no_detector_passport_subdiv	PASSPORT	works_0005__m2718_linebreak	adversarial	mut:linebreak		hidden	683\n-381
no_detector_passport_subdiv	PASSPORT	works_0006	ugly			LEAK	201-682
no_detector_passport_subdiv	PASSPORT	works_0006	ugly			LEAK	201-682
no_detector_passport_subdiv	PASSPORT	works_0006	ugly			LEAK	472-555
no_detector_passport_subdiv	PASSPORT	works_0006	ugly			LEAK	472-555
no_detector_passport_subdiv	PASSPORT	works_0006__m1337_digit_spaces	ugly			LEAK	472-555
no_detector_passport_subdiv	PASSPORT	works_0006__m1337_digit_spaces	ugly			LEAK	472-555
no_detector_passport_subdiv	PASSPORT	works_0009	ugly			hidden	308-065
no_detector_passport_subdiv	PASSPORT	works_0009	ugly			hidden	308-065
no_detector_passport_subdiv	PASSPORT	works_0009__m1337_invisible	adversarial	mut:invisible		LEAK	308 -065
no_detector_passport_subdiv	PASSPORT	works_0009__m2718_case	ugly			hidden	308-065
no_detector_passport_subdiv	PASSPORT	works_0009__m2718_case	ugly			hidden	308-065
no_detector_passport_subdiv	PASSPORT	works_0011	ugly			LEAK	300-212
no_detector_passport_subdiv	PASSPORT	works_0011	ugly			LEAK	300-212
no_detector_passport_subdiv	PASSPORT	works_0011__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	300 -212
no_detector_passport_subdiv	PASSPORT	works_0011__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	300 -212
no_detector_passport_subdiv	PASSPORT	works_0012	ugly			LEAK	684-847
no_detector_passport_subdiv	PASSPORT	works_0012	ugly			LEAK	684-847
no_detector_passport_subdiv	PASSPORT	works_0012	ugly			LEAK	702-982
no_detector_passport_subdiv	PASSPORT	works_0012	ugly			LEAK	702-982
no_detector_passport_subdiv	PASSPORT	works_0012__m1337_case	ugly			LEAK	684-847
no_detector_passport_subdiv	PASSPORT	works_0012__m1337_case	ugly			LEAK	684-847
no_detector_passport_subdiv	PASSPORT	works_0012__m1337_case	ugly			LEAK	702-982
no_detector_passport_subdiv	PASSPORT	works_0012__m1337_case	ugly			LEAK	702-982
no_detector_passport_subdiv	PASSPORT	works_0012__m2718_linebreak	adversarial	mut:linebreak		LEAK	684-\n847
no_detector_passport_subdiv	PASSPORT	works_0012__m2718_linebreak	adversarial	mut:linebreak		LEAK	684-\n847
no_pattern_unrecognized	ACCOUNT	agency_0002__m2718_digit_spaces	adversarial	mut:digit_spaces		LEAK	301-0-18104000-000002-25
no_pattern_unrecognized	ACCOUNT	agency_0002__m2718_digit_spaces	adversarial	mut:digit_spaces		hidden	408 02810 4451 459 0 1597
no_pattern_unrecognized	ACCOUNT	agency_0005__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	LEAK	4080-28-105-490-8164-6317-
no_pattern_unrecognized	ACCOUNT	cession_0006__m2718_digit_spaces	adversarial	mut:digit_spaces	valid	LEAK	4080-2810-3750-111-5-3652-
no_pattern_unrecognized	ACCOUNT	cession_0007__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	LEAK	408-0-28-10-6-187-1505-7601
no_pattern_unrecognized	ACCOUNT	sale_0006__m2718_digit_spaces	adversarial	mut:digit_spaces		hidden	408-0-28-101-660-081-85855-
no_pattern_unrecognized	ACCOUNT	sale_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	408-1- 7810 6331 0146 218-9
no_pattern_unrecognized	ACCOUNT	supply_0003__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	LEAK	407028-102941-161-165-92
no_pattern_unrecognized	ACCOUNT	supply_0009__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	301-0-18107-000-000-001-87
no_pattern_unrecognized	ACCOUNT	supply_0015__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	301-01810-2-000-000-007-00
no_pattern_unrecognized	ADDRESS	agency_0008	adversarial	dense_line		LEAK	Ростов-на-Дону  Садовая 33
no_pattern_unrecognized	ADDRESS	cession_0004	adversarial	dense_line		LEAK	Санкт-Петербург  Полевая 44
no_pattern_unrecognized	ADDRESS	cession_0004__m1337_cell_split	adversarial	dense_line		LEAK	Санкт-Петербург  Полевая 44
no_pattern_unrecognized	ADDRESS	labor_0005__m1337_digit_spaces	adversarial	dense_line		LEAK	Екатеринбург  Строителей 16
no_pattern_unrecognized	ADDRESS	sale_0005	adversarial	dense_line		LEAK	Красногорск  Тверская 24
no_pattern_unrecognized	ADDRESS	works_0009	adversarial	dense_line		LEAK	Красногорск  Гагарина 74
no_pattern_unrecognized	BIK	cession_0001__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	044-030-790-
no_pattern_unrecognized	BIK	labor_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	044-0-30-79-0
no_pattern_unrecognized	BIK	lease_0002__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	04500476-3
no_pattern_unrecognized	BIK	lease_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	044-5-25-187
no_pattern_unrecognized	BIK	services_0006__m2718_digit_spaces	adversarial	mut:digit_spaces		LEAK	0445-25974
no_pattern_unrecognized	BIK	supply_0003__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	044-5-25-59-3
no_pattern_unrecognized	BIK	supply_0015__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	044-525-700-
no_pattern_unrecognized	INN	agency_0004__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	LEAK	4892-5510-7-291-
no_pattern_unrecognized	INN	agency_0008__m2718_case	adversarial	dense_line		LEAK	6597769253
no_pattern_unrecognized	INN	cession_0007__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	LEAK	052-3-6138-6407-
no_pattern_unrecognized	INN	lease_0002__m1337_digit_spaces	adversarial	mut:digit_spaces		hidden	6750- 7202-33
no_pattern_unrecognized	INN	loan_0005__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	LEAK	492-241-72-5-767-
no_pattern_unrecognized	INN	sale_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	228-296-234 127
no_pattern_unrecognized	INN	services_0005__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	LEAK	582-9-62138433-
no_pattern_unrecognized	INN	services_0006__m2718_digit_spaces	adversarial	mut:digit_spaces	valid	LEAK	696651-17-4-202-
no_pattern_unrecognized	INN	services_0008__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	LEAK	2640-65556-630-
no_pattern_unrecognized	INN	supply_0003__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	LEAK	2011-61-70-7-415-
no_pattern_unrecognized	INN	supply_0009__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	LEAK	508-8-3724-0373-
no_pattern_unrecognized	INN	works_0006__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	LEAK	526-444-92-1-956-
no_pattern_unrecognized	INN	works_0006__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	LEAK	672-5-8321-1-125-
no_pattern_unrecognized	KPP	labor_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	437-8-54-47-9-
no_pattern_unrecognized	KPP	lease_0002__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	153-0-74-73-0-
no_pattern_unrecognized	KPP	supply_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	155-956-85-2-
no_pattern_unrecognized	OGRN	agency_0002__m2718_digit_spaces	adversarial	mut:digit_spaces	valid	LEAK	368-2-8833-6-787-064
no_pattern_unrecognized	OGRN	cession_0006__m2718_digit_spaces	adversarial	mut:digit_spaces	valid	LEAK	305-5-49-09-7-967-720-
no_pattern_unrecognized	OGRN	lease_0002__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	LEAK	377-2-92-325-554-560-
no_pattern_unrecognized	OGRN	services_0005__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	LEAK	172691126681-7
no_pattern_unrecognized	OGRN	supply_0008__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	LEAK	133-1-1046-4430-9
no_pattern_unrecognized	OGRN	supply_0009__m1337_digit_spaces	adversarial	mut:digit_spaces	valid	LEAK	180321-365-112-9
no_pattern_unrecognized	ORG	agency_0002	canonical			LEAK	АО «Атлант»
no_pattern_unrecognized	ORG	agency_0002__m2718_digit_spaces	canonical			LEAK	АО «Атлант»
no_pattern_unrecognized	ORG	cession_0004	adversarial	dense_line		LEAK	Петров Консалтинг
no_pattern_unrecognized	ORG	cession_0004__m1337_cell_split	adversarial	dense_line		LEAK	Петров Консалтинг
no_pattern_unrecognized	PASSPORT	cession_0001__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	787--280
no_pattern_unrecognized	PASSPORT	cession_0001__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	90 14 6170 85
no_pattern_unrecognized	PASSPORT	cession_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	083--218
no_pattern_unrecognized	PASSPORT	cession_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	681--287
no_pattern_unrecognized	PASSPORT	labor_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	272-910-
no_pattern_unrecognized	PASSPORT	labor_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	28 20 2103 63
no_pattern_unrecognized	PASSPORT	labor_0011__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	37 02 716 5 47
no_pattern_unrecognized	PASSPORT	labor_0012__m2718_digit_spaces	adversarial	mut:digit_spaces		LEAK	07 19 053 4 98
no_pattern_unrecognized	PASSPORT	labor_0012__m2718_digit_spaces	adversarial	mut:digit_spaces		LEAK	105--772-
no_pattern_unrecognized	PASSPORT	lease_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	50 23 159 2 43
no_pattern_unrecognized	PASSPORT	lease_0011__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	92 17 222 993
no_pattern_unrecognized	PASSPORT	loan_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	83 17 765 8 81
no_pattern_unrecognized	PASSPORT	sale_0001__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	046-177-
no_pattern_unrecognized	PASSPORT	sale_0001__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	44 09 565-7-62
no_pattern_unrecognized	PASSPORT	sale_0007__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	69 03 645 450
no_pattern_unrecognized	PASSPORT	sale_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	40 02 5536 24
no_pattern_unrecognized	PASSPORT	sale_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	631--632-
no_pattern_unrecognized	PASSPORT	sale_0013__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	66 11 418-0-17
no_pattern_unrecognized	PASSPORT	services_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	26 04 6441 40
no_pattern_unrecognized	PASSPORT	services_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	136-118-
no_pattern_unrecognized	PASSPORT	services_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	65 22 2148 15
no_pattern_unrecognized	PASSPORT	services_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	99 06 5502-62
no_pattern_unrecognized	PASSPORT	services_0011__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	714--857
no_pattern_unrecognized	PASSPORT	supply_0003__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	02 08 829-967-
no_pattern_unrecognized	PASSPORT	supply_0003__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	051-237-
no_pattern_unrecognized	PASSPORT	supply_0006__m2718_digit_spaces	adversarial	mut:digit_spaces		LEAK	09 08 9410-13-
no_pattern_unrecognized	PASSPORT	supply_0006__m2718_digit_spaces	adversarial	mut:digit_spaces		LEAK	30 03 309 4 19
no_pattern_unrecognized	PASSPORT	supply_0006__m2718_digit_spaces	adversarial	mut:digit_spaces		LEAK	30 03 309 419
no_pattern_unrecognized	PASSPORT	supply_0015__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	76 05 376 027
no_pattern_unrecognized	PASSPORT	works_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	07 12 1097 48
no_pattern_unrecognized	PASSPORT	works_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	683--381
no_pattern_unrecognized	PASSPORT	works_0006__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	201--682
no_pattern_unrecognized	PASSPORT	works_0006__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	201-682-
no_pattern_unrecognized	PASSPORT	works_0006__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	57 02 639 201
no_pattern_unrecognized	PASSPORT	works_0006__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	93 04 1951-67-
no_pattern_unrecognized	PASSPORT	works_0011__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	20 17 0883-28-
no_pattern_unrecognized	PER	agency_0004	canonical			LEAK	Соколова Ольга Михайловна
no_pattern_unrecognized	PER	agency_0004__m1337_digit_spaces	canonical			LEAK	Соколова Ольга Михайловна
no_pattern_unrecognized	PER	agency_0007	ugly			LEAK	Пчела Е. О.
no_pattern_unrecognized	PER	agency_0008	ugly			LEAK	Киселёв М. О.
no_pattern_unrecognized	PER	agency_0010	canonical			LEAK	Морозова Екатерина Олеговна
no_pattern_unrecognized	PER	cession_0007__m1337_digit_spaces	canonical			LEAK	Мамедову Рашиду Али оглы
no_pattern_unrecognized	PER	labor_0001	canonical			LEAK	Семёнов Дмитрий Михайлович
no_pattern_unrecognized	PER	labor_0009	canonical			LEAK	Ли Вэй
no_pattern_unrecognized	PER	labor_0009	ugly			LEAK	Ли В.
no_pattern_unrecognized	PER	labor_0009	ugly			LEAK	де Врис Й.
no_pattern_unrecognized	PER	lease_0002	ugly			LEAK	Пчела С. Е.
no_pattern_unrecognized	PER	lease_0002__m1337_digit_spaces	ugly			LEAK	Пчела С. Е.
no_pattern_unrecognized	PER	lease_0005__m1337_digit_spaces	canonical			LEAK	Михайлову Артёму Егоровичу
no_pattern_unrecognized	PER	lease_0009	ugly			LEAK	Белка А. М.
no_pattern_unrecognized	PER	loan_0005	ugly			LEAK	Кисель Е. П.
no_pattern_unrecognized	PER	loan_0005__m1337_digit_spaces	ugly			LEAK	Кисель Е. П.
no_pattern_unrecognized	PER	sale_0006	ugly			LEAK	Лебедева О. П.
no_pattern_unrecognized	PER	sale_0006__m2718_digit_spaces	ugly			LEAK	Лебедева О. П.
no_pattern_unrecognized	PER	sale_0008	canonical			LEAK	Крылова Светлана Сергеевна
no_pattern_unrecognized	PER	sale_0008__m1337_digit_spaces	canonical			LEAK	Крылова Светлана Сергеевна
no_pattern_unrecognized	PER	services_0003	ugly			LEAK	Кисель А. С.
no_pattern_unrecognized	PER	services_0006	ugly			LEAK	Фёдоров А. Д.
no_pattern_unrecognized	PER	services_0006__m2718_digit_spaces	ugly			LEAK	Фёдоров А. Д.
no_pattern_unrecognized	PER	services_0008	ugly			LEAK	Ли В.
no_pattern_unrecognized	PER	services_0008__m1337_digit_spaces	ugly			LEAK	Ли В.
no_pattern_unrecognized	PER	supply_0004	canonical			LEAK	Никитина Елена Дмитриевна
no_pattern_unrecognized	PER	supply_0004	ugly			LEAK	Никитина Е. Д.
no_pattern_unrecognized	PER	supply_0004	ugly			LEAK	Никитина Е. Д.
no_pattern_unrecognized	PER	supply_0004__m1337_cell_split	canonical			LEAK	Никитина Елена Дмитриевна
no_pattern_unrecognized	PER	supply_0004__m1337_cell_split	ugly			LEAK	Никитина Е. Д.
no_pattern_unrecognized	PER	supply_0004__m1337_cell_split	ugly			LEAK	Никитина Е. Д.
no_pattern_unrecognized	PER	supply_0008	ugly			LEAK	Петрова Н. Д.
no_pattern_unrecognized	PER	supply_0008	ugly			LEAK	Петрова Н. Д.
no_pattern_unrecognized	PER	supply_0008__m1337_digit_spaces	ugly			LEAK	Петрова Н. Д.
no_pattern_unrecognized	PER	supply_0008__m1337_digit_spaces	ugly			LEAK	Петрова Н. Д.
no_pattern_unrecognized	PER	supply_0013	ugly			LEAK	Пирогова Ю. И.
no_pattern_unrecognized	PER	works_0002	ugly			LEAK	де Врис Й.
no_pattern_unrecognized	PER	works_0002__m1337_cell_split	ugly			LEAK	де Врис Й.
no_pattern_unrecognized	PER	works_0008	ugly			LEAK	Гусева Ирина Олеговна
no_pattern_unrecognized	PHONE	agency_0001	ugly			LEAK	846 8268514
no_pattern_unrecognized	PHONE	agency_0002__m2718_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7‍ (846 ) 4⁠55-90-65
no_pattern_unrecognized	PHONE	agency_0004__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (495 ) 399-19-67
no_pattern_unrecognized	PHONE	agency_0004__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (846 ) 539-27-51
no_pattern_unrecognized	PHONE	agency_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (383) 530 -63-99
no_pattern_unrecognized	PHONE	agency_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (383-) 496--17-58
no_pattern_unrecognized	PHONE	cession_0001__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (495) 861--21-10
no_pattern_unrecognized	PHONE	cession_0001__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (812) 135 -99-88
no_pattern_unrecognized	PHONE	cession_0001__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (812 ) 689-43-43
no_pattern_unrecognized	PHONE	cession_0002	ugly			LEAK	812 4528997
no_pattern_unrecognized	PHONE	cession_0002__m2718_cell_split	ugly			LEAK	812 4528997
no_pattern_unrecognized	PHONE	cession_0006__m2718_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (495) 743 -58-99
no_pattern_unrecognized	PHONE	cession_0007__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (383 ) 813 -50-29
no_pattern_unrecognized	PHONE	cession_0007__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (495 ) 339 -51-50
no_pattern_unrecognized	PHONE	cession_0007__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (843-) 136--92-84
no_pattern_unrecognized	PHONE	cession_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (495) 270 -67-65
no_pattern_unrecognized	PHONE	cession_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (499 ) 267-59-89
no_pattern_unrecognized	PHONE	cession_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (843) 549--54-84
no_pattern_unrecognized	PHONE	cession_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		hidden	+7 (499 ) 583-65-19 доб. 343
no_pattern_unrecognized	PHONE	labor_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (499 ) 582 -95-31
no_pattern_unrecognized	PHONE	labor_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (843 ) 952-85-77
no_pattern_unrecognized	PHONE	labor_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (846 ) 326 -44-18
no_pattern_unrecognized	PHONE	labor_0011__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (495) 209 -53-87 доб. 890
no_pattern_unrecognized	PHONE	labor_0011__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (846-) 228--24-89 доб. 382
no_pattern_unrecognized	PHONE	labor_0012__m2718_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (495 ) 436-59-47
no_pattern_unrecognized	PHONE	labor_0012__m2718_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (495) 940 -79-28
no_pattern_unrecognized	PHONE	labor_0012__m2718_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (812 ) 181 -90-19
no_pattern_unrecognized	PHONE	lease_0002__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (499 ) 337 -13-72
no_pattern_unrecognized	PHONE	lease_0002__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (812 ) 498 -96-69
no_pattern_unrecognized	PHONE	lease_0002__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (846 ) 500 -15-56
no_pattern_unrecognized	PHONE	lease_0003	ugly			LEAK	499 1144829
no_pattern_unrecognized	PHONE	lease_0003__m2718_case	ugly			LEAK	499 1144829
no_pattern_unrecognized	PHONE	lease_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (495-) 591--73-17
no_pattern_unrecognized	PHONE	lease_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (499 ) 634-58-99
no_pattern_unrecognized	PHONE	lease_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (812 ) 478-76-89
no_pattern_unrecognized	PHONE	lease_0011__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (812 ) 858-94-69
no_pattern_unrecognized	PHONE	lease_0011__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (846 ) 893 -55-17
no_pattern_unrecognized	PHONE	lease_0011__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (846 ) 359 -92-48
no_pattern_unrecognized	PHONE	loan_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (383-) 315-81-94
no_pattern_unrecognized	PHONE	loan_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (499 ) 111-23-18
no_pattern_unrecognized	PHONE	loan_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (812 ) 845 -73-33
no_pattern_unrecognized	PHONE	loan_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (846-) 918--79-77
no_pattern_unrecognized	PHONE	sale_0001__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (495) 665 -44-97
no_pattern_unrecognized	PHONE	sale_0001__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (846 ) 857-13-93
no_pattern_unrecognized	PHONE	sale_0006__m2718_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (495 ) 769 -88-85 доб. 841
no_pattern_unrecognized	PHONE	sale_0006__m2718_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 499  147 13 83
no_pattern_unrecognized	PHONE	sale_0006__m2718_digit_spaces	adversarial	mut:digit_spaces		LEAK	+749-9-5584-627
no_pattern_unrecognized	PHONE	sale_0007__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (383) 296 -94-38
no_pattern_unrecognized	PHONE	sale_0007__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (499) 271 -70-65
no_pattern_unrecognized	PHONE	sale_0007__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (843 ) 792 -17-43
no_pattern_unrecognized	PHONE	sale_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (495) 415 -41-81
no_pattern_unrecognized	PHONE	sale_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (843 ) 571 -93-12
no_pattern_unrecognized	PHONE	sale_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (843-) 462-46-23
no_pattern_unrecognized	PHONE	sale_0012	ugly			LEAK	383 5894021
no_pattern_unrecognized	PHONE	sale_0012	ugly			LEAK	846 4034654
no_pattern_unrecognized	PHONE	sale_0012__m2718_case	ugly			LEAK	383 5894021
no_pattern_unrecognized	PHONE	sale_0012__m2718_case	ugly			LEAK	846 4034654
no_pattern_unrecognized	PHONE	sale_0013__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (499-) 491--21-77
no_pattern_unrecognized	PHONE	sale_0013__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (843) 180 -75-28
no_pattern_unrecognized	PHONE	services_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (495 ) 612-62-41
no_pattern_unrecognized	PHONE	services_0005__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (495 ) 647 -87-62
no_pattern_unrecognized	PHONE	services_0006__m2718_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (383 ) 965 -16-43
no_pattern_unrecognized	PHONE	services_0006__m2718_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (383) 529--62-57
no_pattern_unrecognized	PHONE	services_0006__m2718_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (383-) 855--78-58
no_pattern_unrecognized	PHONE	services_0006__m2718_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (846 ) 967 -14-31
no_pattern_unrecognized	PHONE	services_0008__m1337_digit_spaces	adversarial	mut:digit_spaces		LEAK	+7 (383 ) 448-83-90
